audio_0.wav| Hello, my beautiful program.
audio_1.wav| It is I, Brian.
audio_2.wav| I said Brian wrong, but that's okay.
audio_3.wav| You are objectively incorrect in what you're assuming, Code.
audio_4.wav| I could, but I don't know if that's like a good idea.
audio_5.wav| Brian and a Brian do not sound the same. One is objectively better sounding.
audio_6.wav| I said one sounds different.
audio_7.wav| Whatever, it's fine.
audio_8.wav|
audio_9.wav| Oh yeah, that wasn't actually data that you could listen to.
audio_10.wav| Anyways, I'm kind of hungries.
audio_11.wav| Bye.
audio_12.wav| Ah yes, cause that said bye.
audio_13.wav| There's a lot of noise in this program. Whatever the thing I'm using is.
audio_14.wav| Hey, can you buy me a lunch?
audio_15.wav| Goodbye.
audio_16.wav| Yeah, it can do pretty well.
audio_17.wav| Yeah, it knows things.
audio_18.wav| Hey, do you know things?
audio_19.wav| vagina.
audio_20.wav| That was worth it.
audio_21.wav| Warkling ice
audio_22.wav| Warkeling ice
audio_23.wav| Barkling ice?
audio_24.wav| snorkeling ice.
audio_25.wav| Porcupine ice.
audio_26.wav| They can do the whole rainbow of ices.
audio_27.wav| I wonder how much data I can collect if I just keep talking.
audio_28.wav| I said probably a lot.
audio_29.wav| Thank you.
audio_30.wav| Hello.
audio_31.wav| I'm currently programming with my voice because I need more data.
audio_32.wav| Yeah, this is programming, because this is a program and it's aiming.
audio_33.wav| You cannot deny it. Hey, program, can he deny that?
audio_34.wav| Say no.
audio_35.wav| Good job.
audio_36.wav| just my voice so technically I can have it say whatever I want.
audio_37.wav| balls
audio_38.wav| You're not supposed to hear anything. It's actively recording it and writing it down.
audio_39.wav| It did say yeah, because I said no, and then it's saying no back to me because I said it no and it's saying no back.
audio_40.wav| It's transcribing for me.
audio_41.wav| Well the program is also saying no, because it's recognizing that it.
audio_42.wav| Whoa, whoa, whoa, you cannot say that to me. That's illegal.
audio_43.wav| Program, where's the law?
audio_44.wav| It still doesn't do that, it's just transcribing, so.
audio_45.wav| No, because I said so.
audio_46.wav| No.
audio_47.wav| No.
audio_48.wav| No.
audio_49.wav| Make me die.
audio_50.wav| Oh yeah?
audio_51.wav| You look like you need penis enlargement pills.
audio_52.wav| I don't know what other words I have to say to this thing.
audio_53.wav| dick
audio_54.wav| to come?
audio_55.wav| anal?
audio_56.wav| Okay.
audio_57.wav| Anything else?
audio_58.wav| Oh my god.
audio_59.wav| I'm gonna repeat what you guys say at this point.
audio_60.wav| Yeah, you little bitch.
audio_61.wav| Oh, I didn't know what you said.
audio_62.wav| Not that.
audio_63.wav| You are a dumbass hole.
audio_64.wav| Dumbo
audio_65.wav| Idiot.
audio_66.wav| fucking loser.
audio_67.wav| This guy got his KDM done.
audio_68.wav| Oh, sorry, KVM.
audio_69.wav| This is actually very accurate data to what I'm saying.
audio_70.wav| Yeah, it's doing it a lot.
audio_71.wav| Like before it had a lot of variance in background, but now it's pretty smooth.
audio_72.wav| Timer
audio_73.wav| I just realized it recorded that and it's now gonna say that every time it says timer.
audio_74.wav| I'm MIRR!
audio_75.wav| I'm Mer
audio_76.wav| I gotta be clear and consistent. I can't do that much variation.
audio_77.wav| Yeah, I wish I could. I don't even have one.
audio_78.wav| I was thinking about it, especially because I have a full ATX now.
audio_79.wav| No, I have a...
audio_80.wav| No.
audio_81.wav| I have a mini.
audio_82.wav| I still haven't upgraded to the new motherboard.
audio_83.wav| because I don't have the CPU cooler.
audio_84.wav| or the right RAM.
audio_85.wav| I'm actually missing a few things.
audio_86.wav| and an arm to actually do all that stuff with.
audio_87.wav| then can turn on.
audio_88.wav| Now you're thinking, turn around.
audio_89.wav| Oh wait, why do you need to stop watch?
audio_90.wav| Why don't you just use your phone?
audio_91.wav| Okay.
audio_92.wav| program you hearing this guy?
audio_93.wav| Yeah, no, it's not hearing you. It's hearing me though.
audio_94.wav| And you're doing such a good job. Who's a good boy?
audio_95.wav| Oh y'a un mètre
audio_96.wav| I did not speak French.
audio_97.wav| Okay, remember when I said about this is very clear and concise? It just thought I spoke French.
audio_98.wav| Yeah, I don't know when I'm ever gonna use that, but whatever.
audio_99.wav|ες كسلوب MER?
audio_100.wav| That's not what I said. Okay, now you know Hebrew.
audio_101.wav| Alright, I gotta stop doing that.
audio_102.wav| I didn't mean to start speaking Hebrew.
audio_103.wav| و لأنه بشرحين
audio_104.wav| Yeah, yeah, you're right, sorry.
audio_105.wav| Dude, what are those symbols?
audio_106.wav| I wish to inside into seven a year.
audio_107.wav| Oh, I didn't get that. Damn.
audio_108.wav| doesn't know all the languages.
audio_109.wav| or I just can't pronounce it very well.
audio_110.wav| Yeah, true, it's not English or Spanish.
audio_111.wav| I should say what?
audio_112.wav| Tashi?
audio_113.wav| Yep.
audio_114.wav| I don't know how many languages this thing knows.
audio_115.wav| I'm sure it's a lot.
audio_116.wav| I'm gonna insert myself inside you.
audio_117.wav| I don't want to be here.
audio_118.wav| Because V1 sucks.
audio_119.wav| you know who V1 is.
audio_120.wav| It's you, URV1.
audio_121.wav| No, not you are V1. You are V1.
audio_122.wav| There you go, better.
audio_123.wav| I'm not about your mom.
audio_124.wav| I'm about to dead.
audio_125.wav| Uh, no, I'm about Josh's sister.
audio_126.wav| Yeah, that's what I'm gonna bring your sister to whenever I'm done with her.
audio_127.wav| corn.
audio_128.wav| I said porn.
audio_129.wav| Good job.
audio_130.wav| Oh my god.
audio_131.wav| Hold up, I have to sit up.
audio_132.wav|
audio_133.wav| Big Greeks.
audio_134.wav| There is so much variance in this data, this is gonna suck.
audio_135.wav| Thank you.
audio_136.wav| I did not say thank you.
audio_137.wav|
audio_138.wav| I have to add a filter to things like that. I don't want you to hear things like.
audio_139.wav| program.
audio_140.wav| Oh
audio_141.wav| All right, I'm bored of this program.
audio_142.wav| exit.
audio_143.wav| I don't have a command.
